NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY	18	16		
GOBP_I_KAPPAB_PHOSPHORYLATION	21	19		
GOBP_CYTOPLASMIC_SEQUESTERING_OF_NF_KAPPAB	8		Rejected!	
GOBP_JNK_CASCADE	175	155		
GOBP_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	87	52		
GOBP_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	27	20		
GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION	502	455		
GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION	348	310		
GOBP_RHO_PROTEIN_SIGNAL_TRANSDUCTION	139	117		
GOBP_CELL_CELL_SIGNALING	1633		Rejected!	
GOBP_NEUROTRANSMITTER_SECRETION	146	118		
GOBP_NEURON_NEURON_SYNAPTIC_TRANSMISSION	5		Rejected!	
GOBP_SYNAPTIC_TRANSMISSION_CHOLINERGIC	29	21		
GOBP_ENSHEATHMENT_OF_NEURONS	140	113		
GOBP_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION	28	23		
GOBP_GAMETE_GENERATION	736	496		
GOBP_GERM_CELL_DEVELOPMENT	298	200		
GOBP_SPERMATID_NUCLEUS_DIFFERENTIATION	21		Rejected!	
GOBP_FEMALE_GAMETE_GENERATION	158	112		
GOBP_OOCYTE_CONSTRUCTION	9		Rejected!	
GOBP_INSEMINATION	13		Rejected!	
GOBP_SINGLE_FERTILIZATION	156	86		
GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA	41	23		
GOBP_ACROSOME_REACTION	40	25		
GOBP_PENETRATION_OF_ZONA_PELLUCIDA	8		Rejected!	
GOBP_FUSION_OF_SPERM_TO_EGG_PLASMA_MEMBRANE_INVOLVED_IN_SINGLE_FERTILIZATION	22		Rejected!	
GOBP_EGG_ACTIVATION	10		Rejected!	
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE	480	396		
GOBP_BLASTODERM_SEGMENTATION	26	16		
GOBP_TRIPARTITE_REGIONAL_SUBDIVISION	22		Rejected!	
GOBP_ZYGOTIC_DETERMINATION_OF_ANTERIOR_POSTERIOR_AXIS_EMBRYO	6		Rejected!	
GOBP_THORAX_AND_ANTERIOR_ABDOMEN_DETERMINATION	5		Rejected!	
GOBP_GASTRULATION	190	150		
GOBP_SEGMENT_SPECIFICATION	17		Rejected!	
GOBP_COMPARTMENT_PATTERN_SPECIFICATION	5		Rejected!	
GOBP_PATTERN_SPECIFICATION_PROCESS	460	342		
GOBP_ECTODERM_DEVELOPMENT	22	17		
GOBP_NEUROBLAST_PROLIFERATION	61	43		
GOBP_NEGATIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION	6		Rejected!	
GOBP_AXONAL_FASCICULATION	22		Rejected!	
GOBP_SYNAPSE_ASSEMBLY	180	105		
GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT	1027		Rejected!	
GOBP_VENTRAL_MIDLINE_DEVELOPMENT	5		Rejected!	
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT	78	61		
GOBP_SENSORY_ORGAN_DEVELOPMENT	564	405		
GOBP_SALIVARY_GLAND_DEVELOPMENT	36	30		
GOBP_FOREGUT_MORPHOGENESIS	10		Rejected!	
GOBP_ENDODERM_DEVELOPMENT	78	64		
GOBP_MIDGUT_DEVELOPMENT	11		Rejected!	
GOBP_MESODERM_DEVELOPMENT	132	93		
GOBP_MESODERMAL_CELL_FATE_SPECIFICATION	12		Rejected!	
GOBP_GONADAL_MESODERM_DEVELOPMENT	8		Rejected!	
GOBP_HEART_DEVELOPMENT	595	450		
GOBP_ADULT_HEART_DEVELOPMENT	14		Rejected!	
GOBP_MUSCLE_ORGAN_DEVELOPMENT	333	243		
GOBP_MYOBLAST_FUSION	45	27		
GOBP_NEUROMUSCULAR_JUNCTION_DEVELOPMENT	43	35		
GOBP_SEX_DETERMINATION	22		Rejected!	
GOBP_SEX_DIFFERENTIATION	281	195		
GOBP_DOSAGE_COMPENSATION	21	20		
GOBP_EMBRYO_IMPLANTATION	57	38		
GOBP_PARTURITION	15		Rejected!	
GOBP_AGING	313	235		
GOBP_CELL_AGING	128	101		
GOBP_RESPONSE_TO_NUTRIENT	150	118		
GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM	70	53		
GOBP_DIGESTION	137	93		
GOBP_EXCRETION	65	47		
GOBP_BODY_FLUID_SECRETION	91	70		
GOBP_LACTATION	44	34		
GOBP_BLOOD_COAGULATION_INTRINSIC_PATHWAY	8		Rejected!	
GOBP_HEMOSTASIS	228	184		
GOBP_SENSORY_PERCEPTION	987	336		
GOBP_PHOTOTRANSDUCTION	48	18		
GOBP_PHOTOTRANSDUCTION_VISIBLE_LIGHT	19		Rejected!	
GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS	530	53		
GOBP_SENSORY_PERCEPTION_OF_SMELL	458	26		
GOBP_BEHAVIOR	597	415		
GOBP_LEARNING	145	108		
GOBP_MEMORY	122	83		
GOBP_SHORT_TERM_MEMORY	11		Rejected!	
GOBP_LONG_TERM_MEMORY	35	28		
GOBP_MATING_BEHAVIOR	19		Rejected!	
GOBP_MATING	39	27		
GOBP_COPULATION	22		Rejected!	
GOBP_RHYTHMIC_BEHAVIOR	45	30		
GOBP_CIRCADIAN_RHYTHM	205	164		
GOBP_GROOMING_BEHAVIOR	18		Rejected!	
GOBP_LOCOMOTORY_BEHAVIOR	193	133		
GOBP_FEEDING_BEHAVIOR	107	57		
GOBP_VISUAL_BEHAVIOR	48	38		
GOBP_CHEMOSENSORY_BEHAVIOR	16		Rejected!	
GOBP_MECHANOSENSORY_BEHAVIOR	14		Rejected!	
GOBP_REGULATION_OF_HEART_CONTRACTION	212	140		
GOBP_TRNA_PROCESSING	125	124		
GOBP_CELL_RECOGNITION	222	110		
GOBP_NEURON_RECOGNITION	49	29		
GOBP_MOTOR_NEURON_AXON_GUIDANCE	30	26		
GOBP_MITOCHONDRIAL_FUSION	30	29		
GOBP_TOLL_SIGNALING_PATHWAY	7		Rejected!	
GOBP_AXO_DENDRITIC_TRANSPORT	77	71		
GOBP_ANTEROGRADE_AXONAL_TRANSPORT	49	45		
GOBP_RETROGRADE_AXONAL_TRANSPORT	21	16		
GOBP_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	196	178		
GOBP_NEGATIVE_REGULATION_OF_DNA_REPLICATION	32	28		
GOBP_STEROID_METABOLIC_PROCESS	323	252		
GOBP_BILE_ACID_METABOLIC_PROCESS	49	40		
GOBP_C21_STEROID_HORMONE_METABOLIC_PROCESS	37	30		
GOBP_ANDROGEN_METABOLIC_PROCESS	29	21		
GOBP_ESTROGEN_METABOLIC_PROCESS	37	28		
GOBP_GLUCOCORTICOID_METABOLIC_PROCESS	23	18		
GOBP_MINERALOCORTICOID_METABOLIC_PROCESS	14		Rejected!	
GOBP_SPERMINE_METABOLIC_PROCESS	5		Rejected!	
GOBP_SPERMIDINE_METABOLIC_PROCESS	9		Rejected!	
GOBP_REGULATION_OF_BLOOD_PRESSURE	183	121		
GOBP_OPSONIZATION	16		Rejected!	
GOBP_SULFATE_TRANSPORT	18		Rejected!	
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	139	99		
GOBP_POSITIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	959		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	785		Rejected!	
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY	120	102		
GOBP_ACETYLCHOLINE_METABOLIC_PROCESS	6		Rejected!	
GOBP_INTRACELLULAR_MRNA_LOCALIZATION	9		Rejected!	
GOBP_ISOPRENOID_BIOSYNTHETIC_PROCESS	30	27		
GOBP_ISOPRENOID_CATABOLIC_PROCESS	11		Rejected!	
GOBP_ASSOCIATIVE_LEARNING	80	61		
GOBP_G2_MI_TRANSITION_OF_MEIOTIC_CELL_CYCLE	6		Rejected!	
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT	62	56		
GOBP_HISTONE_MRNA_METABOLIC_PROCESS	24	24		
GOBP_DETERMINATION_OF_ADULT_LIFESPAN	18	15		
GOBP_ADULT_FEEDING_BEHAVIOR	10		Rejected!	
GOBP_ADULT_LOCOMOTORY_BEHAVIOR	76	56		
GOBP_GLIAL_CELL_MIGRATION	51	38		
GOBP_GERM_CELL_MIGRATION	6		Rejected!	
GOBP_ASYMMETRIC_CELL_DIVISION	18		Rejected!	
GOBP_REGULATION_OF_CELL_SHAPE	151	136		
GOBP_REGULATION_OF_CELL_SIZE	180	150		
GOBP_RNA_SPLICING	434	384		
GOBP_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY	26	25		
GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	85	61		
GOBP_EPIDERMIS_DEVELOPMENT	335	230		
GOBP_REGULATION_OF_SYNAPTIC_ASSEMBLY_AT_NEUROMUSCULAR_JUNCTION	5		Rejected!	
GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY	82	72		
GOBP_REGULATION_OF_NOTCH_SIGNALING_PATHWAY	97	80		
GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	37	33		
GOBP_LIPID_BIOSYNTHETIC_PROCESS	706		Rejected!	
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	85	74		
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS	8		Rejected!	
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	101	97		
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS	45	42		
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS_BY_CYTOCHROME_C	7		Rejected!	
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	105	90		
GOBP_CARBOHYDRATE_TRANSPORT	156	126		
GOBP_CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS	76	67		
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	258	242		
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_SALVAGE	7		Rejected!	
GOBP_PENTOSE_PHOSPHATE_SHUNT_NON_OXIDATIVE_BRANCH	6		Rejected!	
GOBP_MACROMOLECULE_CATABOLIC_PROCESS	1331		Rejected!	
GOBP_AEROBIC_RESPIRATION	187	162		
GOBP_FATTY_ACID_CATABOLIC_PROCESS	102	94		
GOBP_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS	112	94		
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	79	71		
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	27	23		
GOBP_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	49	43		
GOBP_ASPARTATE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	21	18		
GOBP_ASPARTATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	18	16		
GOBP_SERINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	40	33		
GOBP_SERINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	21	18		
GOBP_SERINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	14		Rejected!	
GOBP_AROMATIC_AMINO_ACID_FAMILY_METABOLIC_PROCESS	31	20		
GOBP_AROMATIC_AMINO_ACID_FAMILY_CATABOLIC_PROCESS	16		Rejected!	
GOBP_BRANCHED_CHAIN_AMINO_ACID_METABOLIC_PROCESS	25	22		
GOBP_BRANCHED_CHAIN_AMINO_ACID_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_BRANCHED_CHAIN_AMINO_ACID_CATABOLIC_PROCESS	21	20		
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	18	18		
GOBP_METHIONINE_BIOSYNTHETIC_PROCESS	12		Rejected!	
GOBP_CYSTEINE_CATABOLIC_PROCESS	5		Rejected!	
GOBP_GLYCOPROTEIN_METABOLIC_PROCESS	388	320		
GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	319	269		
GOBP_VITAMIN_BIOSYNTHETIC_PROCESS	20	18		
GOBP_VITAMIN_CATABOLIC_PROCESS	16		Rejected!	
GOBP_NUCLEOBASE_METABOLIC_PROCESS	39	35		
GOBP_PURINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	11		Rejected!	
GOBP_NUCLEOSIDE_METABOLIC_PROCESS	63	53		
GOBP_RIBONUCLEOSIDE_METABOLIC_PROCESS	36	30		
GOBP_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS	11		Rejected!	
GOBP_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	79	71		
GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	44	39		
GOBP_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	19	15		
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	45	43		
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	22	21		
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	11		Rejected!	
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	22	18		
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	16		Rejected!	
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	8		Rejected!	
GOBP_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	130	114		
GOBP_NUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	13		Rejected!	
GOBP_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS	13		Rejected!	
GOBP_PURINE_NUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_PURINE_NUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS	6		Rejected!	
GOBP_PYRIMIDINE_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	8		Rejected!	
GOBP_PYRIMIDINE_NUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	111	100		
GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	85	76		
GOBP_NUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	13		Rejected!	
GOBP_PURINE_NUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	5		Rejected!	
GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	25	23		
GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	19	18		
GOBP_PURINE_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	16	15		
GOBP_PURINE_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_PURINE_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS	10		Rejected!	
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	34	31		
GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	15		Rejected!	
GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	14		Rejected!	
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	60	54		
GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	24	18		
GOBP_NUCLEOSIDE_CATABOLIC_PROCESS	26	21		
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	9		Rejected!	
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	6		Rejected!	
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	15		Rejected!	
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	13		Rejected!	
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	112	98		
GOBP_DEOXYRIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	6		Rejected!	
GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	39	32		
GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_CYCLIC_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	22	16		
GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_CATABOLIC_PROCESS	8		Rejected!	
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	6		Rejected!	
GOBP_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	89	80		
GOBP_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	16	15		
GOBP_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	74	65		
GOBP_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	8		Rejected!	
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	18	17		
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	15		Rejected!	
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	7		Rejected!	
GOBP_CYCLIC_NUCLEOTIDE_CATABOLIC_PROCESS	13		Rejected!	
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	7		Rejected!	
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_METABOLIC_PROCESS	30	26		
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	25	21		
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	23	21		
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_CATABOLIC_PROCESS	7		Rejected!	
GOBP_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS	33	33		
GOBP_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS	17	17		
GOBP_MENAQUINONE_METABOLIC_PROCESS	5		Rejected!	
GOBP_COBALAMIN_METABOLIC_PROCESS	14		Rejected!	
GOBP_ISOPENTENYL_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_GLYCOLIPID_BIOSYNTHETIC_PROCESS	71	62		
GOBP_PROTEIN_LIPOYLATION	6		Rejected!	
GOBP_GLUCAN_BIOSYNTHETIC_PROCESS	46	36		
GOBP_10_FORMYLTETRAHYDROFOLATE_METABOLIC_PROCESS	6		Rejected!	
GOBP_RIBONUCLEOTIDE_CATABOLIC_PROCESS	47	43		
GOBP_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	16		Rejected!	
GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS	179	139		
GOBP_CELLULAR_RESPONSE_TO_STARVATION	160	149		
GOBP_RESPONSE_TO_PH	45	29		
GOBP_MRNA_TRANSCRIPTION	41	40		
GOBP_SNRNA_TRANSCRIPTION	19	18		
GOBP_RRNA_TRANSCRIPTION	34	34		
GOBP_TRNA_TRANSCRIPTION	8		Rejected!	
GOBP_AMINE_METABOLIC_PROCESS	122	94		
GOBP_AMINE_BIOSYNTHETIC_PROCESS	41	31		
GOBP_AMINE_CATABOLIC_PROCESS	30	22		
GOBP_OLIGOSACCHARIDE_METABOLIC_PROCESS	63	46		
GOBP_OLIGOSACCHARIDE_BIOSYNTHETIC_PROCESS	28	22		
GOBP_OLIGOSACCHARIDE_CATABOLIC_PROCESS	13		Rejected!	
GOBP_RESPONSE_TO_RADIATION	438	350		
GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS	53	44		
GOBP_FOLIC_ACID_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_FOLIC_ACID_CONTAINING_COMPOUND_CATABOLIC_PROCESS	5		Rejected!	
GOBP_TOXIN_METABOLIC_PROCESS	17		Rejected!	
GOBP_RESPONSE_TO_HEAT	108	88		
GOBP_RESPONSE_TO_COLD	51	39		
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS	411	316		
GOBP_RESPONSE_TO_UV	147	131		
GOBP_RESPONSE_TO_WATER_DEPRIVATION	6		Rejected!	
GOBP_RESPONSE_TO_WATER	13		Rejected!	
GOBP_RESPONSE_TO_LIGHT_STIMULUS	310	238		
GOBP_CARNITINE_METABOLIC_PROCESS	13		Rejected!	
GOBP_METHYLGLYOXAL_METABOLIC_PROCESS	5		Rejected!	
GOBP_PUTRESCINE_METABOLIC_PROCESS	8		Rejected!	
GOBP_PUTRESCINE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_GAMMA_AMINOBUTYRIC_ACID_METABOLIC_PROCESS	5		Rejected!	
GOBP_RNA_MODIFICATION	166	158		
GOBP_FERTILIZATION	197	114		
GOBP_DETECTION_OF_ABIOTIC_STIMULUS	138	72		
GOBP_DETECTION_OF_LIGHT_STIMULUS	66	28		
GOBP_DETECTION_OF_VISIBLE_LIGHT	51	22		
GOBP_DETECTION_OF_BIOTIC_STIMULUS	37	28		
GOBP_DETECTION_OF_VIRUS	6		Rejected!	
GOBP_RESPONSE_TO_SYMBIONT	5		Rejected!	
GOBP_RESPONSE_TO_WOUNDING	561	444		
GOBP_RESPONSE_TO_MECHANICAL_STIMULUS	201	153		
GOBP_RESPONSE_TO_VIRUS	391	322		
GOBP_RESPONSE_TO_BACTERIUM	750	446		
GOBP_RESPONSE_TO_FUNGUS	64	32		
GOBP_RESPONSE_TO_ABIOTIC_STIMULUS	1102		Rejected!	
GOBP_RESPONSE_TO_GRAVITY	8		Rejected!	
GOBP_RESPONSE_TO_HERBICIDE	5		Rejected!	
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE	247	187		
GOBP_RESPONSE_TO_BLUE_LIGHT	6		Rejected!	
GOBP_RESPONSE_TO_LIGHT_INTENSITY	16		Rejected!	
GOBP_PHOTOPERIODISM	33	27		
GOBP_ENTRAINMENT_OF_CIRCADIAN_CLOCK	34	30		
GOBP_UV_PROTECTION	13		Rejected!	
GOBP_RESPONSE_TO_SALT_STRESS	27	19		
GOBP_PHENYLPROPANOID_METABOLIC_PROCESS	8		Rejected!	
GOBP_CATECHOL_CONTAINING_COMPOUND_METABOLIC_PROCESS	58	42		
GOBP_CATECHOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	22		Rejected!	
GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS	1597		Rejected!	
GOBP_RESPONSE_TO_HORMONE	842		Rejected!	
GOBP_RESPONSE_TO_CARBOHYDRATE	227	171		
GOBP_RESPONSE_TO_FRUCTOSE	7		Rejected!	
GOBP_HORMONE_MEDIATED_SIGNALING_PATHWAY	190	145		
GOBP_CARBOHYDRATE_MEDIATED_SIGNALING	9		Rejected!	
GOBP_REGULATION_OF_ASYMMETRIC_CELL_DIVISION	5		Rejected!	
GOBP_EMBRYO_DEVELOPMENT	1090		Rejected!	
GOBP_POST_EMBRYONIC_DEVELOPMENT	87	72		
GOBP_EMBRYO_DEVELOPMENT_ENDING_IN_BIRTH_OR_EGG_HATCHING	662		Rejected!	
GOBP_AXIS_SPECIFICATION	94	68		
GOBP_SPECIFICATION_OF_SYMMETRY	139	107		
GOBP_FLAVONOID_METABOLIC_PROCESS	16		Rejected!	
GOBP_ALKALOID_METABOLIC_PROCESS	8		Rejected!	
GOBP_ABSCISSION	6		Rejected!	
GOBP_EMBRYONIC_PATTERN_SPECIFICATION	74	50		
GOBP_POST_EMBRYONIC_ANIMAL_MORPHOGENESIS	14		Rejected!	
GOBP_ANIMAL_ORGAN_MORPHOGENESIS	1037		Rejected!	
GOBP_TISSUE_DEVELOPMENT	1916		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS	1693		Rejected!	
GOBP_REGULATION_OF_CATABOLIC_PROCESS	980		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS	326	283		
GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	513	463		
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	205	137		
GOBP_HORMONE_TRANSPORT	293	219		
GOBP_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION	57	38		
GOBP_DORSAL_VENTRAL_AXIS_SPECIFICATION	12		Rejected!	
GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION	214	155		
GOBP_DORSAL_VENTRAL_PATTERN_FORMATION	89	67		
GOBP_PROXIMAL_DISTAL_PATTERN_FORMATION	34	23		
GOBP_CELL_CELL_RECOGNITION	70	42		
GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS	479	385		
GOBP_CELLULAR_WATER_HOMEOSTASIS	6		Rejected!	
GOBP_OOCYTE_DIFFERENTIATION	58	44		
GOBP_NEGATIVE_REGULATION_OF_CELL_FATE_SPECIFICATION	5		Rejected!	
GOBP_GLIAL_CELL_DIFFERENTIATION	218	166		
GOBP_CARDIOBLAST_DIFFERENTIATION	20		Rejected!	
GOBP_MEIOTIC_CHROMOSOME_CONDENSATION	6		Rejected!	
GOBP_RESPONSE_TO_INORGANIC_SUBSTANCE	538	424		
GOBP_RESPONSE_TO_METAL_ION	350	275		
GOBP_RESPONSE_TO_IRON_ION	31	28		
GOBP_RESPONSE_TO_IRON_II_ION	6		Rejected!	
GOBP_RESPONSE_TO_MANGANESE_ION	22	17		
GOBP_RESPONSE_TO_ZINC_ION	53	40		
GOBP_SPECIFICATION_OF_ANIMAL_ORGAN_IDENTITY	37	27		
GOBP_REGULATION_OF_PROTON_TRANSPORT	24	20		
GOBP_RESPONSE_TO_X_RAY	32	29		
GOBP_BODY_MORPHOGENESIS	45	39		
GOBP_EMBRYONIC_BODY_MORPHOGENESIS	10		Rejected!	
GOBP_SUGAR_MEDIATED_SIGNALING_PATHWAY	7		Rejected!	
